	CO_ANO	CO_MES	SH4	CO_PAIS	SG_UF_MUN	CO_MUN	KG_LIQUIDO	VL_FOB	VALOR AGREGADO
404	2023.0	1.0	8512.0	158.0	SP	3450308.0	1076.0	21186.0	19.689591078066915
405	2023.0	10.0	9031.0	169.0	SP	3452205.0	8.0	2498.0	312.25
407	2023.0	10.0	8308.0	63.0	SP	3448708.0	10758.0	496757.0	46.17559025841234
408	2023.0	11.0	9030.0	647.0	SP	3448906.0	6.0	2150.0	358.3333333333333
413	2023.0	6.0	402.0	434.0	SP	3448500.0	260.0	899.0	3.457692307692308
420	2023.0	12.0	8708.0	493.0	SP	3418800.0	8461.0	136995.0	16.19134854036166
421	2023.0	8.0	1902.0	281.0	SP	3448500.0	52.0	221.0	4.25
422	2023.0	2.0	7318.0	23.0	SP	3449904.0	13.0	79120.0	6086.153846153846
423	2023.0	10.0	8481.0	249.0	SP	3452205.0	668.0	52737.0	78.94760479041916
425	2023.0	1.0	9026.0	169.0	SP	3456701.0	161.0	30601.0	190.06832298136646
427	2023.0	5.0	9029.0	63.0	SP	3452205.0	20.0	4140.0	207.0
429	2023.0	4.0	709.0	476.0	SP	3448500.0	2569.0	6175.0	2.4036590112884393
430	2023.0	9.0	4802.0	628.0	SP	3452502.0	304254.0	226060.0	0.7429976269827184
431	2023.0	8.0	8482.0	493.0	SP	3456701.0	682.0	26516.0	38.87976539589443
432	2023.0	12.0	8301.0	158.0	SP	3456701.0	14.0	2704.0	193.14285714285714
433	2023.0	8.0	8455.0	628.0	SP	3438006.0	3200.0	34805.0	10.8765625
434	2023.0	1.0	8708.0	845.0	SP	3425904.0	773.0	12229.0	15.820181112548513
436	2023.0	1.0	2201.0	476.0	SP	3448500.0	46425.0	14377.0	0.30968228325255787
437	2023.0	11.0	3304.0	239.0	SP	3450308.0	72.0	2718.0	37.75
439	2023.0	5.0	5516.0	97.0	SP	3401608.0	101.0	1575.0	15.594059405940595
440	2023.0	10.0	9026.0	97.0	SP	3425904.0	8.0	406.0	50.75
441	2023.0	10.0	2844.0	573.0	SP	3450308.0	1498.0	17746.0	11.846461949265688
442	2023.0	6.0	3402.0	845.0	SP	3411102.0	735.0	1587.0	2.159183673469388
445	2023.0	3.0	8205.0	687.0	SP	3450308.0	2.0	125.0	62.5
447	2023.0	1.0	4009.0	493.0	SP	3456701.0	360.0	11943.0	33.175
448	2023.0	6.0	7318.0	63.0	SP	3430607.0	2335.0	62720.0	26.86081370449679
449	2023.0	3.0	8302.0	63.0	SP	3405708.0	11.0	271.0	24.636363636363637
453	2023.0	2.0	1806.0	249.0	SP	3448500.0	12425.0	402942.0	32.42993963782696
459	2023.0	7.0	2004.0	776.0	SP	3450704.0	66.0	171.0	2.590909090909091
460	2023.0	3.0	8517.0	158.0	SP	3418305.0	1.0	125.0	125.0
465	2023.0	10.0	3305.0	249.0	SP	3405708.0	2006.0	9911.0	4.940677966101695
475	2023.0	1.0	703.0	476.0	SP	3448500.0	2547.0	6118.0	2.4020416175893207
477	2023.0	3.0	8483.0	63.0	SP	3456701.0	5399.0	304098.0	56.32487497684757
481	2023.0	2.0	3901.0	160.0	SP	3436505.0	25000.0	17005.0	0.6802
482	2023.0	1.0	8483.0	355.0	SP	3424006.0	407.0	6379.0	15.673218673218674
484	2023.0	10.0	3208.0	169.0	SP	3452403.0	1986.0	12055.0	6.069989929506546
491	2023.0	8.0	6112.0	607.0	SP	3450308.0	1.0	608.0	608.0
493	2023.0	3.0	8432.0	845.0	SP	3429302.0	83762.0	369138.0	4.406986461641317
495	2023.0	7.0	9026.0	249.0	SP	3437800.0	22.0	204.0	9.272727272727273
496	2023.0	1.0	8413.0	493.0	SP	3438709.0	60.0	9765.0	162.75
497	2023.0	10.0	8708.0	158.0	SP	3452403.0	1828.0	60976.0	33.35667396061269
502	2023.0	12.0	2102.0	580.0	SP	3450308.0	65.0	377.0	5.8
503	2023.0	10.0	7214.0	493.0	SP	3438006.0	25106.0	25644.0	1.0214291404445153
508	2023.0	12.0	8414.0	160.0	SP	3420509.0	8513.0	129884.0	15.25713614471984
510	2023.0	10.0	3917.0	845.0	SP	3447304.0	8014.0	38071.0	4.7505615173446465
513	2023.0	12.0	1104.0	434.0	SP	3448500.0	166.0	520.0	3.1325301204819276
516	2023.0	11.0	2103.0	63.0	SP	3441406.0	14647.0	28023.0	1.913224551102615
519	2023.0	1.0	8482.0	158.0	SP	3405708.0	34.0	928.0	27.294117647058822
520	2023.0	2.0	8302.0	239.0	SP	3456701.0	33.0	478.0	14.484848484848484
522	2023.0	6.0	7326.0	845.0	SP	3452403.0	12.0	2762.0	230.16666666666666
523	2023.0	11.0	2103.0	386.0	SP	3448500.0	470.0	996.0	2.119148936170213
524	2023.0	5.0	3926.0	97.0	SP	3409502.0	268.0	11286.0	42.11194029850746
526	2023.0	8.0	901.0	158.0	SP	3412407.0	7200.0	41568.0	5.773333333333333
527	2023.0	7.0	8414.0	586.0	SP	3452205.0	709.0	24878.0	35.08885754583921
529	2023.0	12.0	8481.0	493.0	SP	3429401.0	2202.0	9169.0	4.163941871026339
536	2023.0	2.0	2204.0	77.0	SP	3448500.0	42.0	198.0	4.714285714285714
538	2023.0	9.0	7019.0	97.0	SP	3413801.0	388.0	1630.0	4.201030927835052
542	2023.0	5.0	8419.0	23.0	SP	3413108.0	4.0	6034.0	1508.5
543	2023.0	12.0	8422.0	249.0	SP	3413801.0	24.0	5198.0	216.58333333333334
546	2023.0	8.0	8487.0	337.0	SP	3425904.0	1.0	77.0	77.0
547	2023.0	10.0	207.0	573.0	SP	3413504.0	79200.0	213711.0	2.698371212121212
548	2023.0	1.0	9401.0	493.0	SP	3429401.0	264.0	6064.0	22.96969696969697
549	2023.0	9.0	8483.0	756.0	SP	3405906.0	859.0	25936.0	30.19324796274738
551	2023.0	5.0	5607.0	589.0	SP	3450308.0	2.0	178.0	89.0
555	2023.0	4.0	3307.0	40.0	SP	3413801.0	22615.0	66137.0	2.924474906035817
557	2023.0	5.0	8536.0	275.0	SP	3452205.0	119.0	13558.0	113.9327731092437
560	2023.0	3.0	7318.0	239.0	SP	3405906.0	6.0	99.0	16.5
563	2023.0	5.0	8481.0	158.0	SP	3423909.0	454.0	5721.0	12.601321585903083
564	2023.0	3.0	8433.0	573.0	SP	3438105.0	5606.0	55618.0	9.921155904388156
567	2023.0	7.0	4009.0	845.0	SP	3425904.0	27.0	1124.0	41.629629629629626
568	2023.0	4.0	3923.0	63.0	SP	3448708.0	9213.0	71356.0	7.74514273309454
570	2023.0	3.0	4421.0	40.0	SP	3416200.0	7.0	503.0	71.85714285714286
574	2023.0	12.0	1101.0	476.0	SP	3448500.0	2368.0	3728.0	1.5743243243243243
575	2023.0	3.0	6302.0	607.0	SP	3448500.0	13.0	782.0	60.15384615384615
577	2023.0	6.0	2915.0	239.0	SP	3436505.0	41600.0	49456.0	1.1888461538461539
579	2023.0	11.0	8708.0	97.0	SP	3425904.0	1024.0	33419.0	32.6357421875
581	2023.0	7.0	2309.0	97.0	SP	3418206.0	26000.0	18545.0	0.7132692307692308
586	2023.0	4.0	7307.0	169.0	SP	3425904.0	5.0	241.0	48.2
587	2023.0	3.0	7318.0	249.0	SP	3449904.0	61.0	93875.0	1538.9344262295083
589	2023.0	3.0	8302.0	589.0	SP	3413801.0	331.0	6800.0	20.54380664652568
592	2023.0	2.0	8542.0	493.0	SP	3419071.0	12.0	16193.0	1349.4166666666667
593	2023.0	5.0	1905.0	586.0	SP	3408504.0	3765.0	13051.0	3.4664010624169985
594	2023.0	3.0	3214.0	249.0	SP	3443402.0	121.0	6374.0	52.67768595041322
595	2023.0	7.0	4202.0	493.0	SP	3450308.0	2.0	279.0	139.5
598	2023.0	10.0	6907.0	158.0	SP	3412407.0	1657685.0	366555.0	0.22112464068867124
602	2023.0	4.0	4201.0	149.0	SP	3441406.0	221.0	8776.0	39.710407239819006
603	2023.0	11.0	6102.0	249.0	SP	3450308.0	13.0	2487.0	191.30769230769232
604	2023.0	1.0	9029.0	249.0	SP	3418800.0	2.0	471.0	235.5
605	2023.0	5.0	9026.0	493.0	SP	3452205.0	6.0	608.0	101.33333333333333
607	2023.0	1.0	8708.0	493.0	SP	3456701.0	36365.0	586328.0	16.123415371923553
608	2023.0	3.0	2009.0	434.0	SP	3448500.0	3055.0	4608.0	1.5083469721767595
612	2023.0	1.0	1516.0	845.0	SP	3425904.0	322440.0	610356.0	1.8929289170078154
613	2023.0	8.0	8302.0	169.0	SP	3452403.0	3.0	142.0	47.333333333333336
614	2023.0	9.0	8409.0	169.0	SP	3452205.0	172.0	8283.0	48.156976744186046
618	2023.0	3.0	5508.0	239.0	SP	3450308.0	33.0	211.0	6.393939393939394
619	2023.0	7.0	8409.0	845.0	SP	3452403.0	3.0	1350.0	450.0
623	2023.0	2.0	8484.0	493.0	SP	3409502.0	8.0	1695.0	211.875
624	2023.0	4.0	8708.0	647.0	SP	3425904.0	351.0	20435.0	58.21937321937322
628	2023.0	12.0	801.0	476.0	SP	3448500.0	126.0	705.0	5.595238095238095
630	2023.0	1.0	6108.0	249.0	SP	3454102.0	4.0	20.0	5.0
633	2023.0	5.0	3923.0	63.0	SP	3427306.0	29738.0	122510.0	4.119644898782703
634	2023.0	7.0	714.0	163.0	SP	3448500.0	62.0	99.0	1.596774193548387
637	2023.0	5.0	709.0	628.0	SP	3448500.0	431.0	1223.0	2.8375870069605567
643	2023.0	7.0	7019.0	245.0	SP	3410401.0	75486.0	75839.0	1.0046763638290543
645	2023.0	12.0	8708.0	603.0	SP	3456206.0	26768.0	163206.0	6.097056186491333
646	2023.0	6.0	8536.0	249.0	SP	3412407.0	4309.0	111157.0	25.79647249941982
648	2023.0	8.0	1904.0	43.0	SP	3448500.0	248.0	401.0	1.6169354838709677
650	2023.0	4.0	3004.0	169.0	SP	3413009.0	17433.0	1232273.0	70.68622727011989
653	2023.0	5.0	8536.0	361.0	SP	3407605.0	4193.0	102166.0	24.36584784164083
654	2023.0	12.0	8302.0	63.0	SP	3423107.0	7.0	1847.0	263.85714285714283
655	2023.0	6.0	8421.0	23.0	SP	3409502.0	6965.0	507769.0	72.90294328786791
656	2023.0	8.0	8708.0	63.0	SP	3425904.0	124880.0	1372661.0	10.991840166559898
657	2023.0	8.0	7606.0	586.0	SP	3403307.0	2570.0	10741.0	4.179377431906615
658	2023.0	8.0	9603.0	476.0	SP	3448500.0	208.0	3156.0	15.173076923076923
659	2023.0	11.0	8802.0	169.0	SP	3450308.0	128.0	19811.0	154.7734375
660	2023.0	7.0	1903.0	573.0	SP	3424006.0	3600.0	10440.0	2.9
661	2023.0	10.0	8483.0	586.0	SP	3429401.0	151.0	1272.0	8.42384105960265
662	2023.0	7.0	3906.0	97.0	SP	3412407.0	12950.0	7898.0	0.6098841698841699
664	2023.0	1.0	8481.0	845.0	SP	3452205.0	613.0	19766.0	32.24469820554649
668	2023.0	3.0	9608.0	476.0	SP	3448500.0	65.0	166.0	2.5538461538461537
669	2023.0	1.0	7013.0	63.0	SP	3450308.0	57.0	248.0	4.350877192982456
673	2023.0	8.0	4016.0	63.0	SP	3452403.0	90.0	12205.0	135.61111111111111
676	2023.0	1.0	7307.0	361.0	SP	3452205.0	39.0	1551.0	39.76923076923077
678	2023.0	11.0	1804.0	63.0	SP	3444004.0	2000.0	10468.0	5.234
679	2023.0	11.0	8473.0	365.0	SP	3405708.0	46.0	33305.0	724.0217391304348
681	2023.0	10.0	3926.0	23.0	SP	3403901.0	9.0	2212.0	245.77777777777777
689	2023.0	10.0	7009.0	647.0	SP	3456701.0	51.0	3602.0	70.62745098039215
690	2023.0	2.0	8503.0	23.0	SP	3409502.0	792.0	14188.0	17.914141414141415
692	2023.0	8.0	8708.0	275.0	SP	3420509.0	13391.0	233429.0	17.431782540512284
693	2023.0	1.0	807.0	163.0	SP	3448500.0	882.0	861.0	0.9761904761904762
694	2023.0	5.0	3005.0	580.0	SP	3448500.0	54.0	522.0	9.666666666666666
697	2023.0	8.0	2103.0	476.0	SP	3448500.0	1149.0	7564.0	6.583115752828546
699	2023.0	2.0	5112.0	249.0	SP	3409007.0	2399.0	44966.0	18.743643184660275
700	2023.0	11.0	1806.0	434.0	SP	3448500.0	530.0	5073.0	9.571698113207548
701	2023.0	4.0	6814.0	399.0	SP	3448708.0	72.0	7793.0	108.23611111111111
702	2023.0	6.0	7616.0	158.0	SP	3418800.0	21401.0	144684.0	6.760618662679314
703	2023.0	6.0	807.0	301.0	SP	3448500.0	246.0	317.0	1.2886178861788617
706	2023.0	9.0	6907.0	83.0	SP	3446702.0	132425.0	27150.0	0.2050217104021144
707	2023.0	5.0	804.0	232.0	SP	3448500.0	95.0	169.0	1.7789473684210526
710	2023.0	9.0	8424.0	494.0	SP	3440002.0	20936.0	427850.0	20.436090943828813
713	2023.0	2.0	5211.0	249.0	SP	3445803.0	30.0	416.0	13.866666666666667
715	2023.0	3.0	9402.0	493.0	SP	3448906.0	846.0	14891.0	17.6016548463357
717	2023.0	5.0	8302.0	317.0	SP	3452205.0	25.0	648.0	25.92
718	2023.0	5.0	3926.0	63.0	SP	3408504.0	1607.0	18312.0	11.395146235220908
719	2023.0	4.0	3919.0	158.0	SP	3448906.0	85.0	44887.0	528.0823529411765
721	2023.0	11.0	9032.0	69.0	SP	3452205.0	8.0	6654.0	831.75
722	2023.0	12.0	6806.0	580.0	SP	3448500.0	43.0	906.0	21.069767441860463
725	2023.0	3.0	1806.0	249.0	SP	3407605.0	1256.0	6688.0	5.32484076433121
726	2023.0	10.0	3916.0	586.0	SP	3409502.0	103.0	1442.0	14.0
728	2023.0	4.0	8708.0	158.0	SP	3448708.0	18959.0	187118.0	9.869613376232923
730	2023.0	4.0	6104.0	275.0	SP	3450308.0	155.0	13935.0	89.90322580645162
732	2023.0	11.0	2209.0	386.0	SP	3448500.0	67.0	67.0	1.0
733	2023.0	1.0	8414.0	63.0	SP	3409502.0	2401.0	146501.0	61.016659725114536
736	2023.0	4.0	408.0	90.0	SP	3448500.0	79.0	189.0	2.392405063291139
740	2023.0	2.0	3208.0	63.0	SP	3448708.0	253436.0	878647.0	3.4669383986489684
749	2023.0	10.0	1516.0	845.0	SP	3450308.0	8640.0	15833.0	1.832523148148148
753	2023.0	11.0	8538.0	158.0	SP	3418800.0	3.0	961.0	320.3333333333333
754	2023.0	6.0	3305.0	607.0	SP	3418800.0	1380.0	8626.0	6.250724637681159
756	2023.0	10.0	8481.0	249.0	SP	3413108.0	316.0	8705.0	27.54746835443038
762	2023.0	8.0	406.0	741.0	SP	3448500.0	105.0	1370.0	13.047619047619047
764	2023.0	11.0	707.0	476.0	SP	3448500.0	1081.0	1306.0	1.208140610545791
765	2023.0	12.0	7318.0	63.0	SP	3449904.0	24.0	707.0	29.458333333333332
766	2023.0	8.0	3920.0	845.0	SP	3450308.0	11474.0	58761.0	5.121230608331881
769	2023.0	10.0	8466.0	160.0	SP	3420509.0	15.0	3767.0	251.13333333333333
774	2023.0	7.0	1905.0	741.0	SP	3448500.0	711.0	3770.0	5.3023909985935305
775	2023.0	7.0	8412.0	586.0	SP	3425904.0	39.0	1325.0	33.97435897435897
776	2023.0	8.0	7318.0	97.0	SP	3456206.0	12.0	655.0	54.583333333333336
777	2023.0	5.0	207.0	245.0	SP	3413504.0	191055.0	618571.0	3.2376593127633404
779	2023.0	4.0	3926.0	586.0	SP	3445803.0	666.0	4794.0	7.198198198198198
780	2023.0	3.0	8501.0	249.0	SP	3425904.0	104.0	40815.0	392.4519230769231
783	2023.0	3.0	6404.0	275.0	SP	3450308.0	4.0	1915.0	478.75
787	2023.0	7.0	3919.0	586.0	SP	3452205.0	7.0	831.0	118.71428571428571
797	2023.0	3.0	8537.0	169.0	SP	3454102.0	30.0	367.0	12.233333333333333
798	2023.0	1.0	9032.0	158.0	SP	3456701.0	240.0	97730.0	407.2083333333333
799	2023.0	12.0	804.0	434.0	SP	3448500.0	1770.0	3114.0	1.759322033898305
800	2023.0	1.0	3507.0	845.0	SP	3450308.0	13100.0	156271.0	11.92908396946565
801	2023.0	4.0	8481.0	249.0	SP	3434708.0	5.0	300.0	60.0
805	2023.0	10.0	2102.0	476.0	SP	3448500.0	45.0	364.0	8.088888888888889
808	2023.0	2.0	2818.0	573.0	SP	3449102.0	24000.0	23232.0	0.968
816	2023.0	2.0	1302.0	169.0	SP	3426902.0	12515.0	152116.0	12.154694366759887
818	2023.0	12.0	7415.0	589.0	SP	3409502.0	2.0	779.0	389.5
820	2023.0	7.0	8483.0	249.0	SP	3418800.0	1387.0	19839.0	14.303532804614276
822	2023.0	9.0	7326.0	97.0	SP	3409502.0	93.0	4227.0	45.45161290322581
828	2023.0	9.0	7009.0	756.0	SP	3452205.0	19.0	571.0	30.05263157894737
840	2023.0	3.0	808.0	434.0	SP	3448500.0	2017.0	4872.0	2.4154685176003965
842	2023.0	8.0	2005.0	580.0	SP	3448500.0	165.0	744.0	4.509090909090909
846	2023.0	11.0	8536.0	158.0	SP	3450308.0	384.0	21160.0	55.104166666666664
850	2023.0	9.0	9018.0	741.0	SP	3448500.0	1.0	40.0	40.0
859	2023.0	3.0	8708.0	158.0	SP	3452205.0	4977.0	59538.0	11.962628089210368
864	2023.0	4.0	8475.0	158.0	SP	3425904.0	8.0	6138.0	767.25
865	2023.0	3.0	8536.0	239.0	SP	3450308.0	993.0	18671.0	18.802618328298088
868	2023.0	11.0	8708.0	586.0	SP	3456701.0	2611.0	46872.0	17.951742627345844
870	2023.0	6.0	8409.0	845.0	SP	3450308.0	530.0	6152.0	11.60754716981132
872	2023.0	3.0	3921.0	580.0	SP	3448500.0	20.0	744.0	37.2
874	2023.0	5.0	4802.0	383.0	SP	3430706.0	142562.0	136076.0	0.954504005274898
875	2023.0	9.0	7009.0	493.0	SP	3420509.0	13262.0	88715.0	6.689413361483939
877	2023.0	5.0	7007.0	169.0	SP	3452403.0	143.0	8837.0	61.7972027972028
878	2023.0	5.0	7326.0	493.0	SP	3452205.0	1443.0	9831.0	6.8128898128898125
879	2023.0	4.0	8302.0	845.0	SP	3409502.0	3.0	76.0	25.333333333333332
884	2023.0	12.0	2003.0	361.0	SP	3448500.0	2.0	15.0	7.5
887	2023.0	2.0	8505.0	589.0	SP	3456701.0	5.0	925.0	185.0
891	2023.0	3.0	3926.0	399.0	SP	3452502.0	14.0	427.0	30.5
892	2023.0	3.0	8431.0	493.0	SP	3420509.0	1024.0	5309.0	5.1845703125
893	2023.0	10.0	1005.0	161.0	SP	3413504.0	5391120.0	1300176.0	0.24116992387481637
896	2023.0	10.0	1905.0	647.0	SP	3418800.0	30442.0	100157.0	3.290092635175087
897	2023.0	5.0	8536.0	850.0	SP	3450308.0	182.0	8988.0	49.38461538461539
898	2023.0	5.0	3904.0	97.0	SP	3418800.0	78749.0	107878.0	1.3698967605937853
899	2023.0	10.0	8802.0	149.0	SP	3449904.0	101058.0	91919282.0	909.5695739080528
900	2023.0	5.0	8512.0	756.0	SP	3456701.0	28.0	778.0	27.785714285714285
901	2023.0	9.0	8202.0	63.0	SP	3413801.0	6975.0	172184.0	24.685878136200717
903	2023.0	6.0	9032.0	442.0	SP	3413108.0	31.0	10193.0	328.80645161290323
905	2023.0	4.0	6104.0	628.0	SP	3450308.0	18.0	2968.0	164.88888888888889
908	2023.0	12.0	8544.0	586.0	SP	3452403.0	11.0	3121.0	283.72727272727275
910	2023.0	9.0	8483.0	63.0	SP	3422604.0	6983.0	128561.0	18.41056852355721
911	2023.0	5.0	8512.0	169.0	SP	3447809.0	135.0	2159.0	15.992592592592592
912	2023.0	11.0	8409.0	741.0	SP	3438709.0	12.0	838.0	69.83333333333333
914	2023.0	6.0	2102.0	573.0	SP	3441703.0	6800.0	9199.0	1.3527941176470588
915	2023.0	9.0	7318.0	63.0	SP	3452205.0	4903.0	65085.0	13.274525800530288
916	2023.0	8.0	8483.0	845.0	SP	3403208.0	67.0	2254.0	33.64179104477612
917	2023.0	11.0	2914.0	586.0	SP	3436505.0	26500.0	24901.0	0.9396603773584906
919	2023.0	8.0	8413.0	586.0	SP	3451702.0	7750.0	250304.0	32.29729032258064
920	2023.0	10.0	8708.0	158.0	SP	3440606.0	598.0	12187.0	20.379598662207357
922	2023.0	3.0	3919.0	476.0	SP	3448500.0	2.0	225.0	112.5
923	2023.0	3.0	8517.0	249.0	SP	3449904.0	7736.0	663672.0	85.79007238883143
924	2023.0	2.0	3004.0	741.0	SP	3448500.0	17.0	2036.0	119.76470588235294
925	2023.0	10.0	402.0	476.0	SP	3448500.0	795.0	2286.0	2.8754716981132074
926	2023.0	8.0	4009.0	845.0	SP	3452205.0	40.0	1531.0	38.275
927	2023.0	12.0	709.0	63.0	SP	3450308.0	2425.0	7011.0	2.8911340206185567
933	2023.0	8.0	8473.0	603.0	SP	3419071.0	80.0	6338.0	79.225
934	2023.0	8.0	3006.0	153.0	SP	3413108.0	3.0	849.0	283.0
935	2023.0	2.0	2204.0	160.0	SP	3448500.0	86.0	888.0	10.325581395348838
936	2023.0	5.0	7318.0	158.0	SP	3456206.0	56.0	3379.0	60.339285714285715
937	2023.0	2.0	4818.0	628.0	SP	3448500.0	41.0	84.0	2.048780487804878
938	2023.0	10.0	403.0	386.0	SP	3448500.0	62.0	131.0	2.1129032258064515
939	2023.0	4.0	7007.0	249.0	SP	3409502.0	1483.0	11101.0	7.485502360080917
941	2023.0	6.0	8409.0	63.0	SP	3429401.0	571.0	22438.0	39.29597197898424
943	2023.0	12.0	4802.0	239.0	SP	3426902.0	506222.0	368170.0	0.727289608116597
949	2023.0	8.0	8414.0	249.0	SP	3405708.0	97094.0	1595381.0	16.431303685088675
950	2023.0	11.0	2202.0	341.0	SP	3425904.0	28846.0	48515.0	1.6818623032656175
973	2023.0	6.0	9026.0	249.0	SP	3452205.0	41.0	24482.0	597.1219512195122
976	2023.0	11.0	1701.0	488.0	SP	3449409.0	780000.0	477048.0	0.6116
977	2023.0	2.0	8511.0	239.0	SP	3452403.0	14.0	969.0	69.21428571428571
983	2023.0	6.0	9032.0	158.0	SP	3456701.0	185.0	81348.0	439.7189189189189
985	2023.0	7.0	3102.0	493.0	SP	3439301.0	7800.0	10422.0	1.3361538461538462
986	2023.0	9.0	9401.0	97.0	SP	3418800.0	2559.0	16778.0	6.556467370066432
988	2023.0	11.0	803.0	434.0	SP	3448500.0	1683.0	2055.0	1.2210338680926915
990	2023.0	5.0	1901.0	163.0	SP	3448500.0	11.0	33.0	3.0
993	2023.0	9.0	8481.0	361.0	SP	3452205.0	223.0	12237.0	54.874439461883405
994	2023.0	11.0	7315.0	158.0	SP	3420509.0	84.0	1229.0	14.630952380952381
998	2023.0	5.0	8807.0	741.0	SP	3449904.0	2.0	2149.0	1074.5
1002	2023.0	7.0	4908.0	586.0	SP	3452205.0	1.0	52.0	52.0
1006	2023.0	8.0	8481.0	244.0	SP	3409502.0	1.0	428.0	428.0
1008	2023.0	12.0	3004.0	589.0	SP	3418800.0	1214.0	106040.0	87.34761120263592
1009	2023.0	5.0	8483.0	589.0	SP	3438709.0	683.0	25602.0	37.48462664714495
1010	2023.0	1.0	2001.0	163.0	SP	3448500.0	23.0	148.0	6.434782608695652
1011	2023.0	3.0	3305.0	275.0	SP	3450308.0	4694.0	114131.0	24.314230933106092
1012	2023.0	9.0	6404.0	845.0	SP	3416200.0	43.0	1200.0	27.906976744186046
1013	2023.0	11.0	8421.0	589.0	SP	3456701.0	9558.0	348781.0	36.49100230173676
1015	2023.0	9.0	8421.0	158.0	SP	3452403.0	8353.0	80541.0	9.642164491799354
1018	2023.0	8.0	8409.0	158.0	SP	3409502.0	2100.0	137058.0	65.26571428571428
1022	2023.0	1.0	1701.0	628.0	SP	3448500.0	10.0	8.0	0.8
1027	2023.0	3.0	2104.0	434.0	SP	3448500.0	130.0	736.0	5.661538461538462
1028	2023.0	10.0	3920.0	580.0	SP	3448500.0	53.0	1077.0	20.32075471698113
1029	2023.0	6.0	8543.0	239.0	SP	3427306.0	6.0	1855.0	309.1666666666667
1030	2023.0	9.0	7318.0	63.0	SP	3418800.0	27818.0	99514.0	3.577324034797613
1033	2023.0	6.0	8424.0	97.0	SP	3440002.0	110988.0	1846938.0	16.64088009514542
1035	2023.0	3.0	8708.0	63.0	SP	3425904.0	108202.0	1236892.0	11.431322896064767
1036	2023.0	1.0	7607.0	158.0	SP	3448906.0	1.0	369.0	369.0
1037	2023.0	2.0	8421.0	493.0	SP	3409502.0	895.0	23665.0	26.441340782122904
1038	2023.0	1.0	4409.0	249.0	SP	3454508.0	44200.0	270456.0	6.118914027149321
1039	2023.0	12.0	8708.0	158.0	SP	3409502.0	26753.0	474614.0	17.74058984039173
1040	2023.0	11.0	8536.0	493.0	SP	3443402.0	334.0	77008.0	230.562874251497
1041	2023.0	11.0	8708.0	586.0	SP	3452205.0	14892.0	304165.0	20.424724684394306
1042	2023.0	7.0	2836.0	845.0	SP	3423107.0	50.0	4980.0	99.6
1045	2023.0	8.0	8458.0	63.0	SP	3445803.0	10878.0	186027.0	17.101213458356316
1046	2023.0	9.0	3923.0	63.0	SP	3408504.0	6709.0	27654.0	4.121925771351916
1048	2023.0	2.0	2835.0	586.0	SP	3420509.0	500.0	3922.0	7.844
1049	2023.0	1.0	401.0	80.0	SP	3448500.0	154.0	260.0	1.6883116883116882
1050	2023.0	11.0	7312.0	158.0	SP	3440002.0	24.0	626.0	26.083333333333332
1052	2023.0	10.0	2003.0	190.0	SP	3448500.0	4.0	104.0	26.0
1055	2023.0	1.0	808.0	476.0	SP	3448500.0	1493.0	3615.0	2.421299397186872
1057	2023.0	7.0	8482.0	200.0	SP	3456701.0	8.0	1876.0	234.5
1058	2023.0	8.0	8536.0	169.0	SP	3456701.0	446.0	9494.0	21.286995515695068
1059	2023.0	12.0	3302.0	63.0	SP	3450308.0	2337.0	42524.0	18.195977749251178
1060	2023.0	9.0	8483.0	97.0	SP	3452205.0	640.0	17012.0	26.58125
1061	2023.0	4.0	8474.0	69.0	SP	3418800.0	8240.0	156632.0	19.00873786407767
1062	2023.0	12.0	8708.0	23.0	SP	3409502.0	15222.0	493997.0	32.452831428196035
1065	2023.0	1.0	9608.0	845.0	SP	3425904.0	10.0	13.0	1.3
1071	2023.0	5.0	3917.0	267.0	SP	3448500.0	2.0	315.0	157.5
1073	2023.0	5.0	901.0	538.0	SP	3448500.0	20.0	244.0	12.2
1075	2023.0	7.0	1905.0	586.0	SP	3427306.0	20524.0	55542.0	2.7061976222958486
1076	2023.0	2.0	5502.0	81.0	SP	3447809.0	91783.0	522451.0	5.692241482627502
1077	2023.0	10.0	8432.0	345.0	SP	3426803.0	1141.0	37795.0	33.12445223488168
1079	2023.0	11.0	3926.0	239.0	SP	3452403.0	6.0	480.0	80.0
1083	2023.0	3.0	6108.0	607.0	SP	3403208.0	51.0	2729.0	53.509803921568626
1085	2023.0	9.0	8507.0	607.0	SP	3416853.0	26.0	11800.0	453.84615384615387
1086	2023.0	4.0	3403.0	87.0	SP	3418800.0	96.0	1661.0	17.302083333333332
1088	2023.0	5.0	3402.0	586.0	SP	3448708.0	30282.0	13894.0	0.45882042137243245
1089	2023.0	8.0	6403.0	97.0	SP	3416200.0	1562.0	74194.0	47.499359795134446
1090	2023.0	4.0	1302.0	63.0	SP	3452205.0	35.0	3140.0	89.71428571428571
1092	2023.0	5.0	3402.0	741.0	SP	3448500.0	880.0	2409.0	2.7375
1094	2023.0	1.0	9032.0	239.0	SP	3450308.0	5.0	987.0	197.4
1096	2023.0	1.0	8505.0	169.0	SP	3443303.0	552.0	16128.0	29.217391304347824
1097	2023.0	3.0	9031.0	169.0	SP	3438709.0	2.0	203.0	101.5
1101	2023.0	1.0	8482.0	97.0	SP	3452205.0	98.0	5190.0	52.95918367346939
