CO_ANO	CO_MES	SH4	CO_PAIS	SG_UF_MUN	CO_MUN	KG_LIQUIDO	VL_FOB	VALOR AGREGADO
2023.0	10.0	3824.0	249.0	SP	3425904.0	10885.0	74407.0	6.835737253100597
2023.0	5.0	5910.0	160.0	SP	3401608.0	47900.0	147317.0	3.075511482254697
2023.0	11.0	8506.0	399.0	SP	3448906.0	140.0	21749.0	155.35
2023.0	4.0	8533.0	493.0	SP	3449904.0	6.0	4880.0	813.3333333333334
2023.0	5.0	8504.0	245.0	SP	3408405.0	55.0	9764.0	177.52727272727273
2023.0	10.0	3004.0	275.0	SP	3450308.0	35377.0	4340634.0	122.69649772451028
2023.0	3.0	8414.0	249.0	SP	3409502.0	15888.0	395873.0	24.9164778449144
2023.0	2.0	8501.0	767.0	SP	3450308.0	479.0	98927.0	206.52818371607515
2023.0	10.0	3404.0	249.0	SP	3448906.0	8000.0	56393.0	7.049125
2023.0	11.0	8708.0	87.0	SP	3405708.0	3.0	1217.0	405.6666666666667
2023.0	1.0	8414.0	23.0	SP	3418800.0	168.0	48041.0	285.9583333333333
2023.0	5.0	3916.0	776.0	SP	3445803.0	100.0	1974.0	19.74
2023.0	1.0	8511.0	776.0	SP	3420509.0	1183.0	27877.0	23.564666103127642
2023.0	1.0	6307.0	249.0	SP	3452403.0	35.0	1532.0	43.77142857142857
2023.0	3.0	8544.0	249.0	SP	3409205.0	722.0	63107.0	87.40581717451524
2023.0	1.0	8511.0	160.0	SP	3448906.0	9407.0	175736.0	18.681407462527904
2023.0	12.0	8481.0	361.0	SP	3413801.0	183.0	5716.0	31.23497267759563
2023.0	12.0	3906.0	249.0	SP	3402754.0	16295.0	49456.0	3.0350414237496164
2023.0	9.0	8301.0	249.0	SP	3449904.0	8.0	36369.0	4546.125
2023.0	6.0	8481.0	87.0	SP	3405708.0	1027.0	129839.0	126.4255111976631
2023.0	10.0	8509.0	160.0	SP	3450308.0	95214.0	971581.0	10.204182158085995
2023.0	2.0	8481.0	249.0	SP	3452205.0	8010.0	573184.0	71.5585518102372
2023.0	5.0	9027.0	23.0	SP	3450308.0	2971.0	858578.0	288.9861999326826
2023.0	1.0	5401.0	399.0	SP	3422307.0	20.0	633.0	31.65
2023.0	9.0	3215.0	573.0	SP	3456701.0	114.0	1663.0	14.587719298245615
2023.0	6.0	8467.0	190.0	SP	3409502.0	20.0	4270.0	213.5
2023.0	12.0	3926.0	23.0	SP	3434401.0	117.0	9521.0	81.37606837606837
2023.0	4.0	8536.0	23.0	SP	3418800.0	808.0	130805.0	161.88737623762376
2023.0	3.0	8482.0	247.0	SP	3450308.0	2995.0	88438.0	29.52854757929883
2023.0	9.0	9025.0	271.0	SP	3450308.0	1.0	1273.0	1273.0
2023.0	5.0	8708.0	764.0	SP	3413801.0	682.0	17496.0	25.653958944281523
